pfloor,pid,pname,pperiod,prate
"200,000.00",FSAB26005B  ,非凡资产管理翠竹26W理财产品周二高端03款,182天,0.00%
"50,000.00",FSAB26005A  ,非凡资产管理翠竹26W理财产品周二普通03款,182天,0.00%
"1,000,000.00",FSAB260430  ,非凡资产管理翠竹周期开放26W周四尊享10款,182天,0.00%
"200,000.00",FSAB260429  ,非凡资产管理翠竹周期开放26W周四高端10款,182天,0.00%
"50,000.00",FSAB260428  ,非凡资产管理翠竹周期开放26W周四普通10款,182天,0.00%
"1,000,000.00",FSAB26006C  ,非凡资产管理翠竹26W理财产品周五尊享03款,182天,0.00%
"200,000.00",FSAB26006B  ,非凡资产管理翠竹26W理财产品周五高端03款,182天,0.00%
"50,000.00",FSAB26006A  ,非凡资产管理翠竹26W理财产品周五普通03款,182天,0.00%
"1,000,000.00",FSAB260133  ,非凡资产管理翠竹周期开放26W周一尊享11款,182天,0.00%
"200,000.00",FSAB260132  ,非凡资产管理翠竹周期开放26W周一高端11款,182天,0.00%
"50,000.00",FSAB260131  ,非凡资产管理翠竹周期开放26W周一普通11款,182天,0.00%
"1,000,000.00",FSAB26007C  ,非凡资产管理翠竹26W理财产品周二尊享04款,182天,0.00%
"200,000.00",FSAB26007B  ,非凡资产管理翠竹26W理财产品周二高端04款,182天,0.00%
"50,000.00",FSAB26007A  ,非凡资产管理翠竹26W理财产品周二普通04款,182天,0.00%
"1,000,000.00",FSAB260433  ,非凡资产管理翠竹周期开放26W周四尊享11款,182天,0.00%
"200,000.00",FSAB260432  ,非凡资产管理翠竹周期开放26W周四高端11款,182天,0.00%
"50,000.00",FSAB260431  ,非凡资产管理翠竹周期开放26W周四普通11款,182天,0.00%
"1,000,000.00",FSAB26008C  ,非凡资产管理翠竹26W理财产品周五尊享04款,182天,0.00%
"200,000.00",FSAB26008B  ,非凡资产管理翠竹26W理财产品周五高端04款,182天,0.00%
"50,000.00",FSAB26008A  ,非凡资产管理翠竹26W理财产品周五普通04款,182天,0.00%
"1,000,000.00",FSAB260136  ,非凡资产管理翠竹周期开放26W周一尊享12款,182天,0.00%
"200,000.00",FSAB260135  ,非凡资产管理翠竹周期开放26W周一高端12款,182天,0.00%
"50,000.00",FSAB260134  ,非凡资产管理翠竹周期开放26W周一普通12款,182天,0.00%
"50,000.00",FSAE06001A  ,非凡资产管理慧赢添利固收类半年理财产品1号,182天,0.00%
"1,000,000.00",FSAB260436  ,非凡资产管理翠竹周期开放26W周四尊享12款,182天,0.00%
"200,000.00",FSAB260435  ,非凡资产管理翠竹周期开放26W周四高端12款,182天,0.00%
"50,000.00",FSAB260434  ,非凡资产管理翠竹周期开放26W周四普通12款,182天,0.00%
"1,000,000.00",FSAB260139  ,非凡资产管理翠竹周期开放26W周一尊享13款,182天,0.00%
"200,000.00",FSAB260138  ,非凡资产管理翠竹周期开放26W周一高端13款,182天,0.00%
"50,000.00",FSAB260137  ,非凡资产管理翠竹周期开放26W周一普通13款,182天,0.00%
"1,000,000.00",FSAB260439  ,非凡资产管理翠竹周期开放26W周四尊享13款,182天,0.00%
"200,000.00",FSAB260438  ,非凡资产管理翠竹周期开放26W周四高端13款,182天,0.00%
"50,000.00",FSAB260437  ,非凡资产管理翠竹周期开放26W周四普通13款,182天,0.00%
"1,000,000.00",FSAB260142  ,非凡资产管理翠竹周期开放26W周一尊享14款,182天,0.00%
"1,000,000.00",FSAB260145  ,非凡资产管理翠竹周期开放26W周一尊享15款,182天,0.00%
"1,000,000.00",FSAB260442  ,非凡资产管理翠竹周期开放26W周四尊享14款,182天,0.00%
"200,000.00",FSAB260141  ,非凡资产管理翠竹周期开放26W周一高端14款,182天,0.00%
"200,000.00",FSAB260144  ,非凡资产管理翠竹周期开放26W周一高端15款,182天,0.00%
"200,000.00",FSAB260441  ,非凡资产管理翠竹周期开放26W周四高端14款,182天,0.00%
"50,000.00",FSAB260140  ,非凡资产管理翠竹周期开放26W周一普通14款,182天,0.00%
"50,000.00",FSAB260143  ,非凡资产管理翠竹周期开放26W周一普通15款,182天,0.00%
"50,000.00",FSAB260440  ,非凡资产管理翠竹周期开放26W周四普通14款,182天,0.00%
"1,000,000.00",FSAB260445  ,非凡资产管理翠竹周期开放26W周四尊享15款,182天,0.00%
"200,000.00",FSAB260444  ,非凡资产管理翠竹周期开放26W周四高端15款,182天,0.00%
"50,000.00",FSAB260443  ,非凡资产管理翠竹周期开放26W周四普通15款,182天,0.00%
"100,000.00",FSAE25001A  ,非凡资产管理慧赢添利一年定期开放固收类理财产品1号（高净值款）,1天,0.00%
